Log_Post_Quantidade_Somado,Turno_TempoUsoTarde_Somado,Turno_TempoUsoTotal_Somado,Evadido
-0.4937272428471376,-0.3339237477429368,-0.15723456521681162,1
-0.2831172160923061,0.23841352449233702,0.05592721924875749,0
-0.4204014923988641,-0.21819063103264721,-0.3944404110234824,1
-0.6071078351968965,-0.8285161321138076,-1.1243295276136385,1
2.8518593772103733,1.5161529663693534,1.1026473225619429,0
-0.37776852773489394,0.0017164316661876788,-0.3952122558976107,1
-0.6071078351968965,-0.8285161321138076,-1.1243295276136385,1
-0.41154254222295794,0.2657776822361598,-0.3618371625172919,1
-0.16354264108703437,1.008810432282362,-0.3073096540994001,1
-0.6071078351968965,-0.8285161321138076,-1.1243295276136385,1
0.3467003611432873,-0.0014138960400075368,0.3771440799494739,1
-0.18570086137405514,0.8518298521072425,0.38542701305072646,0
0.47215449409910193,1.0129209059136643,2.860036218918621,0
1.0673068624993842,-0.8015704278826203,0.08791675332379932,0
0.21509182401171253,-0.07263343117564203,-0.09632958641540855,1
-0.5563865932142791,-0.5405232218911222,-0.8770001029830525,1
-0.41818754230328187,-0.5569639467865004,-0.11775729074137543,0
2.4637250078543578,-0.21835068718124895,0.8087391843483427,0
-0.3819996872027873,-0.5999396246119424,-0.19436232991761546,0
-0.2527647823247682,2.24414943124315,2.743966682157176,0
-0.6066684528761277,-0.8286380517909642,-1.108620145489607,1
-0.5998416492073496,-0.6562857412092323,-0.9663209185296211,1
3.769107749462523,1.4056647489114238,1.8505808734586853,0
0.4634537543685894,1.0389399533314632,3.924846827699765,0
0.17412157696751318,0.972002352860351,0.6146488901685092,1
-0.6071078351968965,-0.8285161321138076,-1.1243295276136385,1
-0.5558141826325365,-0.6445984839314947,-0.7958343612931547,1
-0.4320315712240651,-0.23376607859659754,-0.7992714447448944,0
-0.3277249090797111,0.28300788155720735,-0.16808580354023367,0
0.44239455462390714,1.0676048797477038,3.15857970201055,1
4.766528072257516,-0.6830854468623329,1.0487693504173894,1
1.1651077741685054,-0.7935966387956894,-0.6049218107966767,1
-0.0332588832609258,0.26212744823144607,0.596770545595041,1
0.7156758722609767,-0.476055699802282,-0.11009818021088463,0
-0.5361153123508728,-0.6532222022304366,-0.08968962617421945,1
0.02570009719278739,-0.7328145407755162,0.4970061945076283,1
-0.30253133132302645,0.9033910898003961,0.36620393846363225,0
-0.05659760773284028,0.10526521507950336,-0.14225671243176508,0
-0.5546700714443955,-0.48172122699268405,-0.8502546474200583,1
0.6855929552988065,-0.17440882019385462,0.032692991094841306,1
0.060078097651560386,-0.6436701117532786,0.27881154603534175,0
0.21621464056372092,0.11077466477213824,-0.1635003459434078,1
0.5356595791032296,-0.0686713130327759,0.19332959767597233,1
-0.35913558008882873,1.9954242861196338,0.49306275789552856,1
-0.1253416674811132,1.9950330953831887,0.4762336885599934,0
1.5782608044823518,0.33170885082774293,0.9352794430044786,0
2.2276805652773173,-0.7724350087321529,-0.32032724059245105,0
4.232795759398076,-0.19633753374617113,1.2237563938724343,0
0.004219762157795244,-0.47868911882802023,-0.4159467123689746,1
4.630713770563999,0.3478103389903747,1.1715136357834308,0
-0.36184753362401123,0.5900037844162017,1.217481807082759,1
0.4595810346042194,0.31326366845926407,0.041859822404906724,1
-0.20213386201091246,0.5050915245242026,1.392773593538148,0
-0.4793701942664334,0.03426829449693081,0.13868065815160394,0
0.052376031924622854,-0.3541839223059688,-0.1644106381335164,0
0.3085098466883591,-0.4117274805214068,0.6472494360207042,0
0.4008090337325997,-0.4841832642415868,-0.1944214800697299,0
-0.41802322101225264,-0.7100135675851962,-0.022508822988488497,0
0.46894354262673626,1.2074473272565547,-0.14723160205120622,1
-0.4104638646678158,-0.5553753050982648,0.15621008253302293,0
-0.334680667311169,-0.21612868884091233,-0.12409191858485816,0
-0.140944178039551,-0.5436415900919189,0.01414431776249403,1
-0.18994250066203916,1.0319899533348242,0.1292258010473303,1
-0.4008383826111284,-0.7742695252763987,-0.763024634078632,1
-0.44036029216382067,-0.6766881283784529,-0.8369793095650027,0
-0.3547190360905817,-0.13715842929262834,0.5062681931870238,0
0.19205656839241628,-0.3060161953125427,0.6098207020646128,0
-0.6026538179555074,-0.7209555484582462,-1.0286342848382555,1
0.48338932285550595,2.2046331917888353,1.1741100247183671,0
-0.4696788650289182,-0.739247904727546,-0.4542420639634346,1
-0.348977385876757,-0.7868596846063496,-0.29955191077731036,1
-0.598010730030548,-0.6664103598025402,-0.8952421771504127,1
-0.004304599358151431,0.204939938843459,0.271015150991406,0
-0.31869004783587174,1.2647585106255466,0.9696905580169153,0
-0.3347970891277271,0.11919198577736545,-0.3241046133968284,1
-0.606170486245923,-0.8287762274250747,-1.0908161790823712,1
-0.09693788480578777,0.31810769550872886,1.0770142174271606,0
-0.6071078351968965,-0.8285161321138076,-1.1243295276136385,1
0.04230654759916247,1.5977487123248548,1.1163900721943614,0
-0.40510278780964476,0.7969213108434691,-0.4428923822108521,0
1.3113529171904421,-0.32297287919989504,0.15618506554846057,0
0.20206690902427354,-0.3396530224468346,0.985749335972113,0
-0.21847830512894958,0.18762109908241642,-0.39318241194700637,1
-0.16604697411495997,0.3840630097783476,1.3581675972990992,1
0.7392774843264667,-0.4951697064913686,2.1307568252015128,0
-0.43761360875532046,-0.6252050004621241,-0.7692939828816128,0
-0.5135833273916319,-0.6659989528539556,-0.6699640874140259,1
-0.40547944672660263,-0.3311276789275114,0.20262316234374356,0
-0.27259877328597765,-0.31759568488191353,-0.63460870808912,0
-0.512199542143061,-0.5086423778534738,-0.7126293074259613,1
-0.4206702003581771,-0.07070975328273289,-0.4901512902343054,0
-0.35076803975358206,0.6762835624771122,0.17173750994914272,0
-0.33508105402546545,1.4848902145787974,0.2577297952953405,0
-0.3131299018512521,0.15164608373783525,0.4281004149462456,0
-0.4980875621173233,0.02022883286681748,-0.5192930552739843,1
-0.6012165819292065,-0.6658078629210087,-1.00969438541964,1
-0.6066893758437832,-0.8286322460920519,-1.109368211305037,1
4.313243279712907,0.46355481630949924,0.9221663740254541,1
-0.6071078351968965,-0.8285161321138076,-1.1243295276136385,1
-0.6070422765649087,-0.8285343233037324,-1.121985588058624,1
-0.5272090706248069,-0.838982565379111,0.33580186670742396,1
-0.41810476195751767,-0.4091500069672849,-0.20115281176214353,0
0.18286916384234386,1.1995117054303577,0.7930925995562155,1
-0.38544381734564437,-0.3544850010305385,0.9293598368757133,1
-0.6035572307320649,-0.7433827646304276,-1.0476875829333177,1
-0.1842441244338624,0.5540294460357127,0.6112266813519555,0
0.6473190871859782,3.1022345475177215,2.3152265002738597,0
-0.6071078351968965,-0.8285161321138076,-1.1243295276136385,1
-0.08136819978446107,-0.18160367699858868,0.5333733538140013,0
-0.00868023534168777,0.8320148509873468,1.1386700147984896,0
0.4968077535538623,2.8663851620990126,2.6548222292322374,0
-0.46186490174810585,-0.29489124131937094,-0.43569306073041714,1
-0.5888071638386574,-0.36711851112060917,-0.7424995249090531,1
-0.5098068237375604,-0.2598494649317329,-0.7727955614243628,1
-0.42092386356320477,-0.303733678860895,-0.36306444419306116,1
-0.269649568764379,0.47997097096549024,0.3941579391218667,0
-0.4332929339611234,-0.736779223866366,-0.5503425054834529,1
-0.4653625987569491,-0.7312595982856724,-0.3052869212601175,1
-0.5814802028731874,-0.4311569775742703,-0.4443173771336372,1
-0.5814802028731874,-0.4311569775742703,-0.4443173771336372,1
-0.10861745760600036,0.7981584564145712,0.38091410850908836,1
-0.22739667498161506,0.9787206593184279,0.21698002460845028,1
0.3782860723845644,-0.6357519899041107,0.4821723989273587,0
1.2386325198696173,4.864780660886563,4.265434383620821,0
-0.43723012710013287,-0.3603532192478627,-0.9103518654914337,1
-0.5614955824717137,-0.6629728170333562,-0.9873095784876159,1
-0.0004966938680545513,-0.41006436824708026,-0.6238966893432722,1
-0.6037682269416087,-0.722799287284654,-1.0672205197276456,1
-0.5135116211008475,-0.3149420721371198,-0.8724729748719171,1
-0.1732828696189612,-0.1774974925828385,0.03897523206186154,0
1.2338767358001728,0.17280508053509736,1.27815232524463,0
-0.5234160392012593,-0.7354666579518393,-0.979344783034416,1
-0.4276276900195461,-0.5501820989462535,-0.4577053889006165,0
-0.2180853778497053,0.015418424384508966,-0.27860979907510697,1
-0.6071078351968965,-0.8285161321138076,-1.1243295276136385,1
2.5194581795209054,-0.1529297263401018,1.3644592278344825,0
0.15745631692933906,0.825488502083357,0.10709382415261613,0
-0.27028963854528465,-0.27675596961068055,-0.5762792047461411,0
0.08294514111058149,0.5794711248042819,0.3782111576672577,0
-0.005736379039531725,2.650518853566751,1.5708915651800193,0
0.13358457544088476,-0.5473638255498192,0.05938570415403473,1
-0.5480172370299634,0.6277152837248519,0.12815792229898482,1
-0.5479957028132723,-0.7216911251170861,-0.472533177107203,1
-0.4700993042404708,-0.3141360087788411,-0.7175243902251768,1
2.0918169722858075,1.7183158997728079,1.7272835870946943,0
-0.5166601797796541,-0.8302058160765897,-0.6835558197416687,1
-0.3243038613262707,-0.18341235880539036,0.22612115546183045,1
-0.27503801964615066,-0.33744377369880696,-0.709830774582601,1
-0.6071078351968965,-0.8285161321138076,-1.1243295276136385,1
-0.6071078351968965,-0.8285161321138076,-1.1243295276136385,1
-0.27540255570233346,-0.15492690148823274,1.9499406672951747,0
-0.5466265248752463,-0.5139511228071754,-0.5451484951813258,1
-0.2585447987481024,-0.19073865457152583,-0.20851052110774512,1
-0.5998885480545609,-0.6691905159558215,-0.9604521091028192,1
-0.5970493121453104,-0.6297896718234436,-0.8824151625747676,1
-0.5214026240297709,-0.728561728827134,-0.9117181610460876,1
-0.6071078351968965,-0.8285161321138076,-1.1243295276136385,1
-0.39009194273780684,-0.7871550818913169,-0.3730186385628291,1
-0.03738199818892891,-0.8227495557765264,-0.3059519616978646,1
-0.5879294790994741,-0.30664844616680254,-0.7465836883996457,1
-0.5629409543082557,-0.6782166325313803,-1.029847878676372,1
-0.5613316411421658,-0.8295142445464811,-0.8841937361502997,1
1.24649195582434,0.20210751952538256,0.3203483134106818,1
-0.19579627770966349,-0.8256082178088371,-0.38372759428937264,1
-0.16382091153083211,0.3414685883956556,0.07259722420934331,0
2.15318609980473,1.582599246705903,1.2114046184907128,1
-0.3215804028752878,1.6696002349714025,0.6303411495748982,1
1.1125372324694267,0.07490995419428778,1.1857482758973443,0
-0.38987099520294544,-0.401692177324542,-0.5903132528832509,1
0.9416857355183066,1.0141171355784246,1.5047117589319765,0
-0.600062779016294,-0.558192722645747,-1.0314897622464199,1
-0.498111570672742,-0.5656579667366216,-0.1779165839959745,1
-0.22866193628076886,0.5143184295150116,0.44321661879034835,1
2.7582055536189873,-0.20743695982645619,0.16586138441616902,1
-0.43846002515387095,-0.6429115096233758,-0.7890761903487065,1
-0.1554221067484502,0.684760691021295,0.1709957760573244,1
0.13270858778690076,0.14900449758980522,-0.3785577463719884,1
-0.5025677498394887,-0.6087725403574389,-0.3113332802923971,1
-0.3449879348958315,-0.6544828646338228,-0.2348869389273331,0
-0.3413254149288314,-0.48613258287046696,-0.20287083885935164,1
-0.26907508612180964,-0.05117522030412698,-0.6648190595305792,1
-0.3283553558215033,0.2938041102742136,-0.19683053498660746,0
-0.5972595538283092,-0.8216322546532967,-0.7778379308197807,1
-0.4578359198934246,-0.4365260317106854,-0.2095641791063546,1
