,Questionario_Quantidade_Somado,Forum_TempoUso_Somado,Log_Post_Quantidade_Somado,Questionario_TempoUso_Somado,Login_Quantidade,Turno_TempoUsoTotal_Somado,Evadido,CodigoTurma
625,1,470,23,2344,1,25288,0,6547
626,1,425,23,2160,2,12151,1,6547
627,2,0,30,2258,1,23289,0,6547
628,1,0,40,909,2,18376,1,6547
629,1,11979,48,1851,39,43264,0,6547
630,2,3328,45,3840,9,40297,0,6547
631,3,2909,69,5795,14,49282,0,6547
632,0,0,2,0,0,10806,1,6547
633,3,1159,37,5396,7,29358,0,6547
634,3,8104,56,4324,22,38139,0,6547
635,2,6519,29,2965,46,57209,0,6547
636,1,8950,43,2916,24,53932,0,6547
637,2,8563,48,4077,21,37211,0,6547
638,2,4716,46,2321,27,69405,0,6547
639,3,300,45,5891,10,29045,0,6547
640,3,7358,114,3997,38,84267,0,6547
641,2,363,25,4768,9,52185,1,6547
642,3,2281,73,3940,11,33304,0,6547
643,2,0,23,4573,4,22897,0,6547
644,2,1989,29,4911,20,60971,0,6547
645,0,180,0,143,2,3010,1,6547
646,2,5477,37,2350,38,72084,0,6547
647,1,546,27,4129,7,100351,1,6547
648,2,1700,26,1508,8,35529,0,6547
649,2,346,37,2074,6,38228,0,6547
650,1,300,21,1449,2,26384,0,6547
651,3,8122,126,6607,38,101069,0,6547
652,1,0,26,2211,0,48766,0,6547
653,2,1028,24,786,4,30132,0,6547
654,2,8041,160,1802,30,74117,0,6547
655,3,892,38,2169,11,47901,0,6547
656,3,2034,46,5057,10,57784,0,6547
657,2,996,25,2373,6,28666,0,6547
658,3,2360,22,4769,12,46598,0,6547
659,1,2967,10,1540,31,31334,0,6547
660,2,2567,22,1062,16,50010,0,6547
661,3,5007,56,2702,20,50544,0,6547
662,3,8851,91,5622,24,84710,0,6547
663,3,6870,46,6527,29,56318,0,6547
664,3,1005,39,4458,9,33914,0,6547
665,1,2543,25,2787,15,37262,0,6547
666,2,6121,41,2986,24,51925,0,6547
667,3,2763,34,3890,11,38185,0,6547
668,3,1951,42,6144,8,45128,0,6547
669,0,0,5,0,0,16052,1,6547
670,0,0,1,0,0,3116,1,6547
671,2,1149,30,2949,12,29228,0,6547
672,3,9712,95,9822,63,110423,0,6547
673,2,624,46,2316,22,35269,0,6547
674,1,0,17,2468,0,15902,1,6547
675,0,0,3,0,0,14814,1,6547
676,3,434,41,3649,8,39784,0,6547
677,1,0,12,1276,1,31112,1,6547
678,0,0,0,47,0,2390,1,6547
679,1,0,26,807,0,21767,1,6547
680,3,9965,93,3656,27,40457,0,6547
681,1,0,20,3169,2,18005,1,6547
682,2,6824,40,5347,31,70667,0,6547
683,2,0,22,1633,2,9573,1,6547
684,3,5907,121,4699,19,49644,0,6547
685,0,0,0,0,0,312,0,6547
686,2,3642,44,5376,31,39952,0,6547
687,3,9756,109,10767,31,76936,0,7111
688,2,7132,51,4992,17,38963,0,7111
689,0,0,0,0,0,0,1,7111
690,0,0,0,0,0,0,1,7111
691,1,2142,18,1969,6,13743,1,7111
692,0,0,3,42,1,6400,1,7111
693,1,672,13,533,6,20295,0,7111
694,0,0,0,0,0,389,1,7111
695,2,734,23,2789,5,30371,0,7111
696,1,0,6,925,3,11988,1,7111
697,0,1737,5,361,11,15483,1,7111
698,0,0,2,50,0,2787,1,7111
699,0,0,0,0,0,0,1,7111
700,0,3246,3,15,5,6487,1,7111
701,1,0,26,634,0,11873,1,7111
702,0,0,0,0,0,1263,1,7111
703,1,0,21,1350,3,15690,0,7111
704,2,1422,32,2825,3,13759,0,7111
705,1,28,12,1150,5,12310,0,7111
706,3,17688,68,5547,88,119820,0,7111
707,3,7016,61,2434,17,44272,0,7111
708,0,0,6,0,0,5392,1,7111
709,3,8223,54,2739,37,67163,0,7111
710,3,7591,54,4422,11,53694,0,7111
711,1,2238,15,735,4,18455,0,7111
712,1,361,85,2411,2,32356,0,7111
713,0,0,5,21,1,8581,0,7111
714,2,7055,32,1553,27,38842,0,7111
715,0,0,0,0,0,0,1,7111
716,2,1253,26,4652,5,28526,0,7111
717,3,4645,40,3037,12,46335,0,7111
718,1,0,9,133,0,13671,1,7111
719,3,6190,44,2309,29,35921,0,7111
720,2,2494,42,1608,15,24204,0,7111
721,2,614,27,3150,6,11095,0,7111
722,3,3404,46,3324,13,26896,0,7111
723,1,425,12,2650,9,41929,0,7111
724,2,496,27,1781,4,7642,0,7111
725,1,1939,29,713,10,24321,1,7111
726,3,4331,43,4028,12,33655,0,7111
727,3,6362,55,3431,17,33785,0,7111
728,3,320,21,2626,4,22504,0,7111
729,3,2570,23,3206,3,19159,0,7111
730,3,877,43,4278,3,19982,0,7111
731,1,300,9,323,7,9893,0,7111
732,1,0,31,1006,0,21878,1,7111
733,3,3289,39,3094,16,38462,0,7111
734,3,7201,76,8680,41,78468,0,7111
735,1,669,22,2350,4,15040,0,7111
736,0,1762,64,1117,11,57506,0,7111
737,3,7333,66,4680,27,68707,0,7111
738,3,4003,47,1685,8,63704,0,7111
739,2,11053,90,3222,55,90964,0,7111
740,2,2010,62,5199,16,45518,0,7111
741,2,2106,23,3650,26,24542,0,7111
742,1,3348,25,526,8,27231,1,7111
743,2,3706,51,1293,12,46909,0,7111
744,0,0,10,0,1,14803,0,7111
745,3,5338,77,8019,22,90012,0,7111
746,3,1630,26,2207,9,35153,1,7111
747,3,5479,84,6919,42,70009,0,7111
748,3,1626,39,5375,17,43645,0,7111
749,1,5163,29,1829,13,40011,0,7111
750,2,1239,63,12047,11,32034,0,7111
751,3,7786,179,18400,50,104426,0,7111
752,2,0,16,1457,9,17511,1,7111
753,1,0,30,1384,2,32243,0,7111
754,0,0,5,0,0,7385,1,7111
755,2,3405,43,5837,14,65296,0,7111
756,2,1386,27,3382,70,43739,0,7111
757,1,22,11,1014,4,23210,1,7385
758,1,2162,15,901,12,23850,1,7385
759,0,0,0,0,0,1325,1,7385
760,3,1251,24,2826,16,40010,0,7385
761,0,0,4,517,1,8136,1,7385
762,0,0,1,0,0,3203,1,7385
763,2,349,13,1886,3,18025,1,7385
764,3,7778,39,2105,43,77775,0,7385
765,2,644,10,865,6,27290,0,7385
766,1,0,6,674,0,24459,1,7385
767,3,1980,24,2423,26,51067,0,7385
768,1,0,10,1248,0,8600,1,7385
769,2,1893,22,4496,20,30803,0,7385
770,2,183,14,3665,11,38937,0,7385
771,3,27821,62,8080,51,143430,0,7385
772,1,1233,10,1498,7,38833,1,7385
773,0,0,12,0,0,17022,1,7385
774,2,2125,18,1440,8,40108,0,7385
775,1,84,15,1370,2,19467,1,7385
776,2,8993,27,3509,18,35737,0,7385
777,0,0,1,0,1,6727,1,7385
778,0,0,1,0,0,2071,1,7385
779,2,5761,13,2002,12,33914,1,7385
780,2,3483,57,6664,24,54304,0,7385
781,3,3703,68,5132,13,59376,0,7385
782,1,1267,29,229,22,28146,1,7385
783,1,0,12,1624,1,24489,1,7385
784,0,90,1,0,5,5642,1,7385
785,1,4142,15,1080,16,28958,0,7385
786,3,4989,31,5546,31,51521,0,7385
787,3,4341,45,6675,30,109069,0,7385
788,1,1051,9,1292,4,25414,1,7385
789,1,345,14,337,1,14823,0,7385
790,4,6472,30,5252,33,79141,0,7385
791,0,0,0,0,0,0,1,7385
792,2,12560,24,2408,9,40907,0,7385
793,1,0,13,2700,0,37104,1,7385
794,2,2234,44,4039,26,75832,0,7385
795,3,1580,18,4092,5,34790,0,7385
796,2,2853,23,966,4,26550,0,7385
797,1,0,5,617,0,11044,0,7385
798,1,0,22,1350,0,40731,1,7385
799,2,6327,44,4254,31,43302,0,7385
800,3,10579,53,4137,31,94693,0,7385
801,1,0,9,991,0,22805,1,7385
802,3,1095,30,2997,6,42993,0,7385
803,3,12086,53,5996,86,120876,0,7385
804,2,4222,19,1868,17,44754,0,7385
805,3,5176,60,4476,51,111554,0,7385
806,2,2996,28,5353,19,59058,1,7385
807,2,8014,45,1448,38,58670,0,7385
808,3,3116,20,3885,20,50583,0,7385
809,3,5226,46,3182,36,41259,0,7385
810,3,4878,71,6498,62,111542,0,7385
811,3,5558,41,3348,45,80656,0,7385
812,2,3951,32,2570,21,57843,0,7385
813,2,651,23,2468,17,33888,0,7385
814,2,3858,36,2552,23,40365,0,7385
815,3,11840,64,6455,23,78260,0,7385
816,2,0,20,1706,1,31935,0,7385
817,2,2053,37,3451,8,33644,1,7385
818,1,3365,33,1405,13,30572,0,7385
819,3,2121,57,3825,5,67602,0,7385
820,3,3036,24,3025,19,42317,1,7385
821,2,4590,26,2923,38,52778,0,7385
822,2,455,18,864,6,22418,1,7385
823,2,455,18,864,6,22418,1,7385
824,3,21868,35,2739,47,90841,0,7385
825,2,99,31,4554,4,45991,1,7385
826,2,0,21,4320,2,19923,0,7385
827,2,4613,30,1983,21,50139,0,7385
828,3,13236,72,6170,34,88342,0,7385
829,3,4366,116,7482,26,73856,0,7385
830,2,2321,17,1890,7,32776,0,7385
831,1,0,10,2191,2,17163,1,7385
832,2,938,22,4235,8,37190,0,7385
833,2,5155,27,2943,20,54843,0,7385
834,2,615,21,908,6,29446,1,7385
835,2,5101,36,4503,29,59031,1,7385
836,3,818,62,4831,14,45557,1,7385
837,2,7403,39,5190,21,63843,0,7385
838,3,5382,45,2624,29,58662,0,7385
839,4,6025,41,7920,24,91081,0,7385
840,3,6045,38,3402,40,55810,0,7385
841,2,2627,33,2769,11,49300,1,7385
842,3,5390,27,3479,24,42068,0,7385
843,0,0,2,321,1,8044,0,7385
844,1,9697,30,7477,41,135344,0,7385
845,0,0,0,0,0,4317,1,7385
846,3,14089,59,6193,37,95961,0,7385
847,3,2544,19,5488,19,40468,0,7385
848,0,0,8,0,2,16190,0,7525
849,2,480,19,1620,4,14541,0,7525
850,2,19772,45,2563,10,45883,0,7525
851,0,0,1,0,0,1501,1,7525
852,2,721,17,1193,4,12294,1,7525
853,3,1320,34,2301,4,25403,0,7525
854,0,0,0,0,0,330,0,7525
855,3,14940,57,3199,20,53417,0,7525
856,0,0,11,682,0,15108,1,7525
857,1,0,8,1027,0,5348,1,7525
858,0,0,0,0,0,0,1,7525
859,2,2216,27,3357,13,26723,0,7525
860,0,0,0,0,0,0,1,7525
861,0,0,3,0,0,3525,1,7525
862,1,1571,8,521,13,17799,0,7525
863,1,0,4,2433,0,12758,1,7525
864,3,9455,92,3751,45,78881,0,7525
865,0,0,1,13,0,5278,1,7525
866,0,0,3,0,0,5154,1,7525
867,0,0,0,0,0,303,1,7525
868,2,2004,10,2059,15,21608,1,7525
869,0,0,0,0,0,0,1,7525
870,1,743,9,559,5,14319,1,7525
871,2,2235,19,5611,14,54311,0,7525
872,3,9308,94,3056,50,69614,0,7525
873,3,5477,104,4707,38,69229,0,7525
874,1,2751,11,2060,12,31123,0,7525
875,0,0,1,0,0,2581,0,7525
876,2,2375,51,1871,12,50312,0,7525
877,3,1158,90,1762,13,43748,0,7525
878,1,0,12,1154,0,12463,1,7525
879,3,9157,131,3532,46,100186,0,7525
880,1,0,40,717,1,22070,0,7525
881,3,3013,18,3226,17,30018,0,7525
882,2,1827,10,2980,18,18655,0,7525
883,2,4219,25,3199,47,51362,0,7525
884,3,1826,44,6419,15,44604,1,7525
885,3,561,30,3875,16,48737,1,7525
886,2,5971,22,3109,50,46825,0,7525
887,0,0,4,21,0,5811,1,7525
888,2,3939,37,5018,13,52695,0,7525
889,3,2238,49,4021,16,33623,0,7525
890,0,0,3,8,0,8165,1,7525
891,2,1435,19,1799,7,22333,0,7525
892,3,5176,176,4177,32,73934,0,7525
893,3,4446,274,3370,31,60804,0,7525
894,3,4340,79,3794,15,50281,0,7525
895,3,6740,158,4237,21,67239,0,7525
896,1,3050,16,1876,3,25582,0,7525
897,3,4323,32,2285,20,34711,0,7525
898,0,0,4,88,0,5435,1,7525
899,3,8341,27,1758,18,45996,0,7525
900,3,613,16,3400,32,25272,1,7525
901,3,12615,49,3326,13,75588,0,7525
902,3,4420,112,4326,45,79455,0,7525
903,2,2179,30,2852,27,38860,0,7525
904,3,3470,115,4317,10,69834,1,7525
905,3,6307,39,3054,26,97174,0,7525
906,3,5335,33,4354,19,55006,0,7525
907,2,2424,23,4709,4,38932,0,7525
908,0,0,2,0,0,6400,1,7525
909,1,387,11,1793,4,28365,0,7525
910,3,5072,20,3760,23,48583,0,7525
911,3,934,28,4463,7,19738,0,7525
912,3,4949,26,3429,21,62026,0,7525
913,2,2891,32,1805,8,44016,0,7525
914,1,408,10,1518,9,29128,1,7525
915,2,0,30,3097,6,35623,0,7525
916,3,1883,18,2406,26,27502,0,7525
917,1,0,13,2226,0,24388,1,7525
918,2,119,30,3078,9,37340,0,7525
919,2,3318,50,3647,24,46924,0,7525
920,1,0,21,1054,0,24308,1,7525
921,0,0,2,0,1,10541,1,7525
922,2,4751,21,1303,25,30170,0,7525
923,2,1064,24,2991,5,27571,1,7525
924,3,2549,39,5608,25,22839,0,7525
925,0,0,0,0,0,3074,1,7525
