,Turno_TempoUsoTotal_Somado,Login_Quantidade,Log_Post_Quantidade_Somado,Questionario_TempoUso_Somado,Log_View_Quantidade_Somado,Numero_Dias_Acessados_Modulo_Somado,Evadido,CodigoTurma
941,6556,4,0,0,80,6,1,7502
942,4336,3,1,0,33,8,1,7502
943,1542,0,0,0,18,2,1,7502
944,4177,2,1,0,35,2,1,7502
945,6450,19,5,0,108,8,1,7502
946,20809,13,8,0,200,11,0,7502
947,11236,21,8,0,142,10,0,7502
948,0,0,0,0,0,0,1,7502
949,3513,0,1,0,16,5,0,7502
950,3045,0,0,0,33,3,1,7502
951,8546,11,6,0,70,6,0,7502
952,4958,0,6,0,86,5,0,7502
953,1688,4,2,0,23,4,1,7502
954,12396,14,3,0,162,11,1,7502
955,13973,31,12,0,184,9,0,7502
956,3330,5,2,0,40,3,0,7502
957,11194,10,5,0,93,14,0,7502
958,1166,1,0,0,5,3,1,7502
959,10391,9,2,0,76,10,1,7502
960,9633,17,2,0,84,5,0,7502
961,1886,1,1,0,23,4,0,7502
962,8589,3,12,0,71,4,1,7502
963,9061,13,3,0,101,6,0,7502
964,20134,41,15,0,205,14,1,7502
965,25110,23,4,0,251,12,0,7502
966,18953,10,4,0,129,12,0,7502
967,3785,2,1,0,43,7,1,7502
968,6112,33,7,0,139,6,0,7502
969,29725,20,31,0,308,18,0,7502
970,50301,55,39,0,404,17,1,7502
971,0,0,0,0,0,0,1,7502
972,300,0,0,0,2,2,1,7502
973,24009,23,32,0,186,12,0,7502
974,4265,8,2,0,52,7,1,7502
975,0,0,0,0,0,0,1,7502
976,16171,16,24,0,187,12,0,7502
977,26554,39,4,16,283,14,0,7502
978,6881,2,3,0,78,5,0,7502
979,4814,1,1,0,35,5,1,7502
980,12675,7,3,0,94,7,1,7502
981,10482,5,6,0,104,8,0,7502
982,918,0,0,0,4,2,1,7502
983,20295,21,15,0,211,12,0,7502
984,3102,11,0,0,30,4,1,7502
985,0,0,0,0,0,0,1,7502
986,14130,7,1,0,97,14,0,7502
987,12045,4,3,0,122,7,0,7502
988,0,0,0,0,0,0,1,7502
989,16103,26,6,0,218,6,1,7502
990,2430,2,0,0,15,5,1,7502
991,3413,0,1,0,34,2,0,7502
992,348,0,0,0,6,2,1,7502
993,9932,10,3,0,105,6,1,7502
994,0,0,0,0,0,0,1,7502
995,12829,9,11,0,112,8,0,7502
996,477,0,0,0,7,1,1,7502
997,5710,0,3,59,61,5,0,7502
998,18353,6,3,0,124,14,0,7502
999,1520,5,0,0,18,3,1,7502
1000,3993,0,1,0,39,2,1,7502
1001,24149,9,5,540,189,13,1,7502
1002,11711,8,2,0,145,6,1,7502
