Log_Post_Quantidade_Somado;Login_Quantidade;Assignment_View_Quantidade_Somado;Turno_TempoUsoTotal_Somado;Numero_Dias_Acessados_Modulo_Somado;Log_View_Quantidade_Somado;Evadido
-0.4904321391531849;-0.3681594255443297;-0.6962046521512224;-0.14543226869455486;-0.3484881096323434;-0.28788489341241313;1
-0.29254012614742175;-0.4773305503164982;-0.24436179395518434;0.06687996055654676;0.7610598989995095;0.13285315903153977;0
-0.4112753339508796;-0.0406460512278241;-0.6058360805120148;-0.3859657545301217;0.09533109382039777;-0.21471305820476916;1
-0.5695889443554901;-0.6956727998608353;-1.1480475103472603;-1.120069936039548;-1.5689909191273816;-1.0683844689606157;1
2.834153679343636;1.051065196493861;-0.06362465067676912;1.0330813803816286;0.5391502972731389;0.48651702920181905;0
-0.371696931349727;-0.0406460512278241;-0.5154675088728071;-0.38651812787963974;-0.45944291049552866;-0.5256933578372561;1
-0.5695889443554901;-0.6956727998608353;-1.1480475103472603;-1.120069936039548;-1.6799457199905667;-1.074482121894586;1
-0.4112753339508796;-0.1498171759999926;-0.24436179395518434;-0.34996105529335736;0.31724069554676837;-0.08056469365742186;1
-0.17380491834396383;-0.6956727998608353;-0.6058360805120148;-0.297485587089147;-0.015623707042787517;0.004802447418162787;1
-0.5695889443554901;-0.6956727998608353;-1.1480475103472603;-1.120069936039548;-1.6799457199905667;-1.074482121894586;1
0.3407143154710203;0.17769619831651295;1.1111667806329297;0.36927926153813;0.5391502972731389;0.3035874411827091;1
-0.21338332094511647;0.06852507354434442;0.9304296373545146;0.4002623848701853;1.4267887041786211;0.14504846489948042;0
0.38029271807217296;4.10785669011458;0.4785867791584765;2.87489499071084;1.6486983059049918;2.669476779563198;0
1.0927039648929202;-0.6956727998608353;0.2978496358800613;0.049655955203394476;0.31724069554676837;0.1572437707674211;0
0.22197910766756246;-0.6956727998608353;1.9244839253857982;-0.10430556203498716;0.20628589468358305;-0.30617785221432414;1
-0.5300105417543375;-0.5865016750886667;-1.0576789387080527;-0.8703469662983635;-0.45944291049552866;-0.8061853927998914;1
-0.4112753339508796;-0.4773305503164982;-0.06362465067676912;-0.10957821673493173;-0.570397711358714;-0.11715061126124386;0
2.4779480559332625;0.9418940717216925;0.3882182075192689;0.7367079704856964;0.20628589468358305;0.6450560054850477;0
-0.371696931349727;0.28686732308868146;1.291903923911345;-0.18821609540267656;0.5391502972731389;0.05968132382389578;0
-0.371696931349727;6.400450310330119;1.6533782104681753;2.7892269057765025;1.759653106768177;3.017042996799507;0
-0.5695889443554901;-0.6956727998608353;-1.1480475103472603;-1.1042519719397144;-1.5689909191273816;-1.0500915101587047;1
-0.5695889443554901;-0.6956727998608353;-1.1480475103472603;-0.95983144892028;-0.7923073130850845;-0.96472436908312;1
3.7444569391701465;2.142776444215546;0.8400610657153069;1.7574939203949664;1.759653106768177;2.5475237208837913;0
0.3407143154710203;3.998685565342411;5.629595362593309;3.94850791913765;2.536336712810474;3.547538802054926;0
0.1428223024652572;0.39603844786085;2.4666953552210438;0.620910430123104;0.20628589468358305;0.559688864409463;1
-0.5695889443554901;-0.6956727998608353;-1.1480475103472603;-1.120069936039548;-1.6799457199905667;-1.074482121894586;1
-0.5300105417543375;-0.6956727998608353;-0.5154675088728071;-0.7892987311963583;-1.014216914811455;-0.6110604989128408;1
-0.4112753339508796;-0.5865016750886667;0.2074810642408537;-0.7937177179925023;-0.3484881096323434;-0.78179478106401;0
-0.33211852874857434;0.39603844786085;-0.06362465067676912;-0.1571827563115742;-0.015623707042787517;0.0840719355597771;0
0.3407143154710203;2.2519475689877146;1.7437467821073829;3.177093428656235;1.9815627084945477;3.9316909368950568;1
4.813073809401267;0.7235518221773556;1.6533782104681753;0.9035247220401333;0.6501050981363242;0.26700152357888707;1
