Assignment_View_Quantidade_Somado;Log_Post_Quantidade_Somado;Log_View_Quantidade_Somado;Login_Quantidade;Numero_Dias_Acessados_Modulo_Somado;Turno_TempoUsoTotal_Somado;Evadido
-0.7083189159915309;-0.5110596209315225;-0.30809874983918717;-0.3678333705779105;-0.37224505149746123;-0.1650919764355564;1
-0.2251629978611293;-0.27251298449818595;0.12024797689469312;-0.4822921386570096;0.742067929037843;0.05039618853560343;0
-0.6107110966569277;-0.431412114480061;-0.23466728945606286;-0.0398846997203546;0.07196187984701855;-0.4050425055457576;1
-1.2032642052084306;-0.6480260680193113;-1.0800024974367077;-0.6872782796812277;-1.5833141629104994;-1.1285828279696712;1
0.05491358179172587;2.806752508385714;0.5089747220199551;1.0383395092287442;0.5865767210636806;1.0881262929842594;0
-0.5399259082783272;-0.40231960971824327;-0.5380678683494271;-0.03578669589151007;-0.4727653803850711;-0.3965071949479474;1
-1.2057970302679228;-0.650075785704858;-1.085467247545104;-0.6869951224837318;-1.69332896426199;-1.1278856133736777;1
-0.2492285436632878;-0.4125585426478987;-0.09121968008504198;-0.14946896468522633;0.3016023848818965;-0.3639925992928132;1
-0.5963303163196412;-0.18691516747554612;-0.005363258470312875;-0.7001088918484449;-0.03074544109972239;-0.30897957744589644;1
-1.2057970302679228;-0.650075785704858;-1.085467247545104;-0.6869951224837318;-1.69332896426199;-1.1278856133736777;1
1.116424907228605;0.3878811030126049;0.33159760221078277;0.1780431075059183;0.5685161686770742;0.3915886979731537;1
0.9391445710547064;-0.14603020421891863;0.15468445066238323;0.06880987001156125;1.4316143009005449;0.40084629892972956;0
0.579079880478303;0.44562532758829926;2.599303230945165;4.093019805891679;1.5969792755176333;2.820700418863862;0
0.34004629145822524;1.1019888356153915;0.1893767609899481;-0.7026775374518572;0.3523965777573473;0.08476204487265583;0
1.8861852649558801;0.28763721985150753;-0.23915289333371045;-0.6877136169949709;0.27035495567621737;-0.053569580288703345;1
-1.0821861333855167;-0.5802275047872395;-0.825266712634366;-0.5824459511840027;-0.4834237984669793;-0.8870232464392525;1
-0.08852529112966859;-0.4134671730970312;-0.1166568221114065;-0.47578346980493397;-0.5735428819954351;-0.1143938459230893;0
0.47836570513064397;2.4612731451173975;0.6793054445586574;0.9319854367203304;0.26194181475410677;0.7941478955138295;0
1.2586177681693176;-0.3225947807368294;0.08559454049430006;0.2940563142457825;0.5610516974537348;-0.17598643362970745;0
1.6981725602275768;-0.2857539356112635;2.9422496052088394;6.399695493704897;1.7070628628009548;2.723732659060116;0
-1.2027090449469564;-0.6475317886952304;-1.061940137908772;-0.687467249140079;-1.5835509511412689;-1.1130422973631056;1
-1.1825746507225967;-0.6297469966628944;-0.9826055069145629;-0.6901179613926887;-0.81479237119857;-0.9748332584187565;1
1.037941382231593;3.770566454947698;2.578416229111982;2.114109937216449;1.8200795684879112;1.8181939844347421;0
5.655347939849188;0.6171849047600544;3.6054063240696643;3.996187845925675;2.607032846793663;3.977446783610874;0
2.4329154417429195;0.23454784715670202;0.6188404184553196;0.4022560915861443;0.2665406125358006;0.6620544559485797;1
-1.2057970302679228;-0.650075785704858;-1.085467247545104;-0.6869951224837318;-1.69332896426199;-1.1278856133736777;1
-0.5593329837917015;-0.568163361149312;-0.6121314608974174;-0.6901742369228911;-1.0198585146862205;-0.7936862506008626;1
0.16020439232636033;-0.41967450173569315;-0.7642140734427887;-0.577478886665952;-0.33586644817402733;-0.7830122450360086;0
-0.07500479462867247;-0.33709140244211505;0.07360290250004389;0.39804072180164707;-0.027038251448877185;-0.16906590467059016;0
1.8603494792476245;0.4958793941822056;3.9060001025580733;2.2237400757400323;1.9610426701144748;3.14061418929953;1
1.7919133290350628;4.809268151306412;0.37834931193678334;0.7131096266131588;0.7976606313172784;1.0502287850655176;1
-0.23304234401435753;1.162239611495105;-0.7959725374058105;-0.6938810831463428;-0.5285701259164809;-0.6051590151021459;1
0.06056970919459512;-0.021629063722432965;0.8048776421389663;-0.15944706053017516;0.525162301196179;0.5893197758948119;1
